student_id,course,violation_type,required_prerequisite,may_take_concurrently,summer_only,notes
S00199,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00199,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00199,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00200,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00200,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00201,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00201,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00201,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00202,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00203,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00203,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00203,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00204,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00204,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00205,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00206,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00206,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00206,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00206,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00208,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00208,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00209,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00210,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00210,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00211,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00212,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00212,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00212,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00213,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00214,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00214,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00214,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00216,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00216,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00216,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00218,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00219,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00219,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00219,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00220,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00221,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00221,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00221,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00222,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00222,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00222,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00222,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00222,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00223,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00223,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00224,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00224,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00224,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00224,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00225,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00225,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00225,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00225,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00228,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00228,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00229,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00229,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00230,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00230,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00230,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00233,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00233,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00233,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00234,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00235,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00236,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00237,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00237,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00238,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00238,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00238,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00238,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00240,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00241,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00241,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00242,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00243,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00243,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00243,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00243,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00244,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00244,English II,missing_prerequisite,English I,no,no,English sequence must be in order.
S00245,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00246,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00246,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00247,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00247,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00248,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00248,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00249,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00250,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00250,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00251,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00251,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00252,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00252,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00253,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00253,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00254,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00254,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00254,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00254,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00255,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00255,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00256,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00257,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00257,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00257,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00259,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00260,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00261,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00262,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00263,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00263,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00264,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00264,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00264,Geometry,missing_prerequisite,Algebra I,no,no,Cannot take Geometry before Algebra I.
S00264,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00265,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00265,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00266,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00266,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00266,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00267,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00267,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00267,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00268,Physics,missing_prerequisite,Chemistry,no,no,Physics follows Chemistry.
S00269,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00269,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00271,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00271,Spanish II,missing_prerequisite,Spanish I,no,no,Language sequence must be in order.
S00272,Precalculus,missing_prerequisite,Algebra II,no,no,Cannot take Precalculus before Algebra II.
S00272,Calculus,missing_prerequisite,Precalculus,no,no,Cannot take Calculus before Precalculus.
S00272,English IV,missing_prerequisite,English III,no,no,English sequence must be in order.
S00273,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
S00273,English III,missing_prerequisite,English II,no,no,English sequence must be in order.
S00275,Chemistry,missing_prerequisite,Biology,no,no,Chemistry follows Biology.
S00275,Algebra II,missing_prerequisite,Geometry,no,no,Cannot take Algebra II before Geometry.
